tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,title,studio,domestic_gross,foreign_gross,year
tt2103264,Emperor,Emperor,2012,105.0,"Drama,History,War",6.5,12290.0,Emperor,RAtt.,3300000.0,,2013
tt2103267,Adore,Adoration,2013,112.0,"Drama,Romance",6.2,29703.0,Adore,EXCL,319000.0,,2013
tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014,130.0,"Action,Adventure,Drama",7.6,390199.0,Dawn of the Planet of the Apes,Fox,208500000.0,502100000,2014
tt2104994,Steve Jobs: The Lost Interview,Steve Jobs: The Lost Interview,2012,70.0,Documentary,8.0,1676.0,Steve Jobs: The Lost Interview,Magn.,106000.0,,2011
tt2105044,V/H/S,V/H/S,2012,116.0,"Horror,Thriller",5.8,53034.0,V/H/S,Magn.,100000.0,,2012
tt2106476,The Hunt,Jagten,2012,115.0,Drama,8.3,242765.0,The Hunt,Magn.,613000.0,,2013
tt2640570,The Hunt,The Hunt,2012,74.0,"Action,Horror,Thriller",4.4,113.0,The Hunt,Magn.,613000.0,,2013
tt3108154,The Hunt,The Hunt,2016,100.0,"Action,Drama,Thriller",4.0,35.0,The Hunt,Magn.,613000.0,,2013
tt5783112,The Hunt,Sanyang,2016,93.0,Thriller,5.2,87.0,The Hunt,Magn.,613000.0,,2013
tt5906014,The Hunt,The Hunt,2016,5.0,Documentary,,,The Hunt,Magn.,613000.0,,2013
tt9856484,The Hunt,The Hunt,2019,90.0,Crime,,,The Hunt,Magn.,613000.0,,2013
tt2109184,Paranormal Activity 4,Paranormal Activity 4,2012,88.0,"Horror,Mystery,Thriller",4.6,58408.0,Paranormal Activity 4,Par.,53900000.0,88900000,2012
tt2109248,Transformers: Age of Extinction,Transformers: Age of Extinction,2014,165.0,"Action,Adventure,Sci-Fi",5.7,283486.0,Transformers: Age of Extinction,Par.,245400000.0,858600000,2014
tt2112096,Absolutely Fabulous: The Movie,Absolutely Fabulous: The Movie,2016,91.0,"Comedy,Crime",5.4,10928.0,Absolutely Fabulous: The Movie,FoxS,4800000.0,33100000,2016
tt2112124,Chennai Express,Chennai Express,2013,141.0,"Action,Comedy",6.1,44841.0,Chennai Express,UTV,5300000.0,,2013
tt2112131,Dabangg 2,Dabangg 2,2012,120.0,"Action,Comedy",4.9,13622.0,Dabangg 2,Eros,2500000.0,,2012
tt2112152,For No Good Reason,For No Good Reason,2012,89.0,"Biography,Documentary,History",7.0,1316.0,For No Good Reason,SPC,67400.0,,2014
tt2113822,Back to 1942,Yi jiu si er,2012,145.0,Drama,6.9,2847.0,Back to 1942,CL,313000.0,,2012
tt2115295,Ginger & Rosa,Ginger & Rosa,2012,90.0,Drama,6.3,9652.0,Ginger & Rosa,A24,1000000.0,,2013
tt2118702,Patience (After Sebald),Patience (After Sebald),2012,86.0,Documentary,6.9,246.0,Patience (After Sebald),CGld,15900.0,,2012
tt2118775,Special ID,Te shu shen fen,2013,99.0,"Action,Crime",5.6,3605.0,Special ID,WGUSA,12700.0,,2014
tt2119532,Hacksaw Ridge,Hacksaw Ridge,2016,139.0,"Biography,Drama,History",8.1,366904.0,Hacksaw Ridge,LGF,67200000.0,108100000,2016
tt2121250,Alpha,Alpha,2013,116.0,Crime,5.5,102.0,Alpha,Studio 8,35900000.0,62300000,2018
tt3166734,Alpha,Alpha,2015,80.0,"Drama,Horror,Mystery",7.7,37.0,Alpha,Studio 8,35900000.0,62300000,2018
tt4244998,Alpha,Alpha,2018,96.0,"Adventure,Drama,Family",6.7,41882.0,Alpha,Studio 8,35900000.0,62300000,2018
tt6313896,Alpha,Alpha,2016,90.0,"Crime,Drama,Fantasy",,,Alpha,Studio 8,35900000.0,62300000,2018
tt2121286,Home Again,Home Again,2012,104.0,Drama,6.6,360.0,Home Again,ORF,27000000.0,,2017
tt5719700,Home Again,Home Again,2017,97.0,"Comedy,Drama,Romance",5.8,22614.0,Home Again,ORF,27000000.0,,2017
tt2121382,Force Majeure,Turist,2014,120.0,"Comedy,Drama",7.3,41818.0,Force Majeure,Magn.,1400000.0,,2014
tt2122340,Ferrari Ki Sawaari,Ferrari Ki Sawaari,2012,140.0,"Comedy,Drama,Family",6.4,4597.0,Ferrari Ki Sawaari,Eros,434000.0,,2012
tt2124074,28 Hotel Rooms,28 Hotel Rooms,2012,82.0,"Drama,Romance",5.8,2757.0,28 Hotel Rooms,Osci.,18900.0,,2012
tt2125435,Beasts of the Southern Wild,Beasts of the Southern Wild,2012,93.0,"Adventure,Drama,Fantasy",7.3,77440.0,Beasts of the Southern Wild,FoxS,12800000.0,8300000,2012
tt2125608,Searching for Sugar Man,Searching for Sugar Man,2012,86.0,"Biography,Documentary,Music",8.2,58654.0,Searching for Sugar Man,SPC,3700000.0,,2012
tt2125653,The House I Live In,The House I Live In,2012,108.0,Documentary,7.9,5023.0,The House I Live In,Abr.,211000.0,,2012
tt2125666,The Queen of Versailles,The Queen of Versailles,2012,100.0,Documentary,7.1,11943.0,The Queen of Versailles,Magn.,2400000.0,,2012
tt2125681,Truth or Dare,Truth or Dare,2013,85.0,"Horror,Romance,Thriller",6.0,14.0,Truth or Dare,Uni.,41400000.0,53900000,2018
tt2321661,Truth or Dare,Zhen Xin Hua Da Mao Xian,2012,100.0,"Comedy,Romance",5.0,10.0,Truth or Dare,Uni.,41400000.0,53900000,2018
tt2762738,Truth or Dare,Truth or Dare,2013,84.0,"Horror,Thriller",4.8,554.0,Truth or Dare,Uni.,41400000.0,53900000,2018
tt5944422,Truth or Dare,Verdad o Reto,2016,90.0,"Drama,Romance",6.8,12.0,Truth or Dare,Uni.,41400000.0,53900000,2018
tt6772950,Truth or Dare,Truth or Dare,2018,100.0,"Horror,Thriller",5.2,33621.0,Truth or Dare,Uni.,41400000.0,53900000,2018
tt6869948,Truth or Dare,Truth or Dare,2018,92.0,"Comedy,Drama,Romance",,,Truth or Dare,Uni.,41400000.0,53900000,2018
tt2126235,Collide,Collide,2016,99.0,"Action,Crime,Thriller",5.7,13288.0,Collide,ORF,2300000.0,2500000,2017
tt2126355,San Andreas,San Andreas,2015,114.0,"Action,Adventure,Drama",6.1,192750.0,San Andreas,WB (NL),155200000.0,318800000,2015
tt2126357,Second Act,Second Act,2018,103.0,"Comedy,Drama,Romance",5.8,13109.0,Second Act,STX,39300000.0,33000000,2018
tt2126400,Unfinished Business,Unfinished Business,2011,107.0,"Drama,Family",,,Unfinished Business,Fox,10200000.0,4200000,2015
tt2358925,Unfinished Business,Unfinished Business,2015,91.0,"Comedy,Drama",5.4,29004.0,Unfinished Business,Fox,10200000.0,4200000,2015
tt7316906,Unfinished Business,Unfinished Business,2017,60.0,Drama,,,Unfinished Business,Fox,10200000.0,4200000,2015
tt2130242,Tere Naal Love Ho Gaya,Tere Naal Love Ho Gaya,2012,130.0,"Comedy,Drama,Romance",5.8,3780.0,Tere Naal Love Ho Gaya,UTV,178000.0,,2012
tt2132285,The Bling Ring,The Bling Ring,2013,90.0,"Biography,Crime,Drama",5.6,77726.0,The Bling Ring,A24,5800000.0,13300000,2013
tt2132374,Life's a Breeze,Life's a Breeze,2013,83.0,"Comedy,Drama",6.3,977.0,Life's a Breeze,Magn.,3500.0,99700,2014
tt2137241,Rock On 2,Rock On 2,2016,143.0,"Drama,Music",5.0,1731.0,Rock On 2,Eros,98900.0,,2016
tt2140037,Jane Got a Gun,Jane Got a Gun,2015,98.0,"Action,Drama,Western",5.9,19051.0,Jane Got a Gun,Wein.,1500000.0,,2016
tt2140373,Saving Mr. Banks,Saving Mr. Banks,2013,125.0,"Biography,Comedy,Drama",7.5,140678.0,Saving Mr. Banks,BV,83300000.0,34600000,2013
tt2140465,Tanu Weds Manu Returns,Tanu Weds Manu Returns,2015,128.0,"Comedy,Drama,Romance",7.7,23823.0,Tanu Weds Manu Returns,Eros,3000000.0,,2015
tt2140479,The Accountant,The Accountant,2016,128.0,"Action,Crime,Drama",7.3,233022.0,The Accountant,WB,86300000.0,68900000,2016
tt2140619,Two Night Stand,Two Night Stand,2014,86.0,"Comedy,Romance",6.4,60510.0,Two Night Stand,EOne,18600.0,,2014
tt2141751,God Help the Girl,God Help the Girl,2014,112.0,"Drama,Music,Romance",6.4,8050.0,God Help the Girl,Ampl.,103000.0,,2014
tt2150332,Renoir,Renoir,2012,111.0,"Biography,Drama,History",6.6,4806.0,Renoir,Gold.,2300000.0,,2013
tt2152198,The Pervert's Guide to Ideology,The Pervert's Guide to Ideology,2012,136.0,Documentary,7.6,5578.0,The Pervert's Guide to Ideology,Zeit.,68000.0,,2013
tt2159988,The Walk,The Walk,2015,89.0,"Crime,Thriller",6.8,126.0,The Walk,TriS,10100000.0,51000000,2015
tt3488710,The Walk,The Walk,2015,123.0,"Adventure,Biography,Drama",7.3,109714.0,The Walk,TriS,10100000.0,51000000,2015
tt2160105,I Still See You,I Still See You,2018,98.0,"Fantasy,Thriller",5.7,5010.0,I Still See You,LGF,1400.0,1500000,2018
tt2165735,Drug War,Du zhan,2012,107.0,"Action,Crime,Drama",7.0,8513.0,Drug War,Vari.,128000.0,,2013
tt2166214,Khiladi 786,Khiladi 786,2012,141.0,"Action,Comedy",4.4,5648.0,Khiladi 786,Eros,379000.0,,2012
tt2169322,Finding Mr. Right,Bei Jing yu shang Xi Ya Tu,2013,121.0,Comedy,6.4,2027.0,Finding Mr. Right,CL,6900.0,,2013
tt2170439,Horrible Bosses 2,Horrible Bosses 2,2014,108.0,"Comedy,Crime",6.3,144442.0,Horrible Bosses 2,WB,54400000.0,53200000,2014
tt2170593,St. Vincent,St. Vincent,2014,102.0,"Comedy,Drama",7.3,89372.0,St. Vincent,Wein.,44100000.0,10700000,2014
tt2172071,Student of the Year,Student of the Year,2012,146.0,"Comedy,Drama,Romance",5.4,12940.0,Student of the Year,Eros,670000.0,,2012
tt2172584,Maps to the Stars,Maps to the Stars,2014,111.0,"Comedy,Drama",6.2,35049.0,Maps to the Stars,FCW,351000.0,988000,2015
tt2172934,3 Days to Kill,3 Days to Kill,2014,117.0,"Action,Drama,Thriller",6.2,81681.0,3 Days to Kill,Rela.,30700000.0,21900000,2014
tt2172935,Metallica Through the Never,Metallica Through the Never,2013,93.0,Music,7.2,15592.0,Metallica Through the Never,PH,3400000.0,4600000,2013
tt2176013,Jab Tak Hai Jaan,Jab Tak Hai Jaan,2012,176.0,"Drama,Romance",6.8,48364.0,Jab Tak Hai Jaan,Yash,3000000.0,,2012
tt2176786,For a Woman,Pour une femme,2013,110.0,Drama,6.5,648.0,For a Woman,FM,32299.0,1200000,2014
tt2177511,Caesar Must Die,Cesare deve morire,2012,77.0,Drama,7.3,5691.0,Caesar Must Die,AF,76900.0,,2013
tt2177771,The Monuments Men,The Monuments Men,2014,118.0,"Comedy,Drama,History",6.1,117638.0,The Monuments Men,Sony,78000000.0,77000000,2014
tt2178470,Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deewani,2013,160.0,"Comedy,Drama,Musical",7.1,33971.0,Yeh Jawaani Hai Deewani,Eros,3800000.0,,2013
tt2178508,Son of Sardaar,Son of Sardaar,2012,141.0,"Action,Comedy",4.0,8109.0,Son of Sardaar,Eros,772000.0,,2012
tt2178941,Barbara,Barbara,2012,105.0,Drama,7.2,11292.0,Barbara,AF,1000000.0,3100000,2012
tt6411984,Barbara,Barbara,2017,98.0,"Biography,Drama,Music",6.1,829.0,Barbara,AF,1000000.0,3100000,2012
tt7271942,Barbara,Barbara,2018,6.0,"Animation,Documentary",,,Barbara,AF,1000000.0,3100000,2012
tt2179116,The Kings of Summer,The Kings of Summer,2013,95.0,"Adventure,Comedy,Drama",7.2,73230.0,The Kings of Summer,CBS,1300000.0,,2013
tt2179136,American Sniper,American Sniper,2014,133.0,"Action,Biography,Drama",7.3,401915.0,American Sniper,WB,350100000.0,197300000,2014
tt2180411,Into the Woods,Into the Woods,2014,125.0,"Adventure,Comedy,Drama",6.0,123577.0,Into the Woods,BV,128000000.0,85100000,2014
tt2181931,English Vinglish,English Vinglish,2012,134.0,"Comedy,Drama,Family",7.9,30323.0,English Vinglish,Eros,1900000.0,,2012
tt2182972,Song One,Song One,2014,86.0,"Drama,Music",5.8,8559.0,Song One,TFA,32299.0,,2015
tt2183034,Earth to Echo,Earth to Echo,2014,91.0,"Adventure,Family,Sci-Fi",5.8,17627.0,Earth to Echo,Rela.,38900000.0,6400000,2014
tt2184339,The Purge,The Purge,2013,85.0,"Horror,Thriller",5.7,183549.0,The Purge,Uni.,64500000.0,24900000,2013
tt2186933,Luv Shuv Tey Chicken Khurana,Luv Shuv Tey Chicken Khurana,2012,140.0,Comedy,6.6,3335.0,Luv Shuv Tey Chicken Khurana,UTV,144000.0,,2012
tt2187115,Child's Pose,Pozitia copilului,2013,112.0,Drama,7.4,7214.0,Child's Pose,Zeit.,97200.0,,2014
tt2187972,Shirin Farhad Ki Toh Nikal Padi,Shirin Farhad Ki Toh Nikal Padi,2012,111.0,Romance,4.3,977.0,Shirin Farhad Ki Toh Nikal Padi,Eros,156000.0,,2012
tt2190492,The House That Jack Built,The House That Jack Built,2013,90.0,"Drama,Family",6.7,100.0,The House That Jack Built,IFC,88000.0,,2018
tt4003440,The House That Jack Built,The House That Jack Built,2018,152.0,"Crime,Drama,Horror",6.9,35669.0,The House That Jack Built,IFC,88000.0,,2018
tt2191701,Grown Ups 2,Grown Ups 2,2013,101.0,Comedy,5.4,128500.0,Grown Ups 2,Sony,133699999.0,113300000,2013
tt2191721,Jodi Breakers,Jodi Breakers,2012,127.0,"Comedy,Musical,Romance",3.5,1051.0,Jodi Breakers,Yash,52600.0,,2012
tt2192016,The Dark Horse,The Dark Horse,2014,124.0,"Biography,Drama",7.5,5250.0,The Dark Horse,BG,67500.0,,2016
tt2193215,The Counselor,The Counselor,2013,117.0,"Crime,Drama,Thriller",5.3,92096.0,The Counselor,Fox,17000000.0,54000000,2013
tt2194499,About Time,About Time,2013,123.0,"Comedy,Drama,Fantasy",7.8,263136.0,About Time,Uni.,15300000.0,71800000,2013
tt2199571,Run All Night,Run All Night,2015,114.0,"Action,Drama,Thriller",6.6,94131.0,Run All Night,WB,26500000.0,45200000,2015
tt2201884,The Workshop,The Workshop,2012,77.0,"Documentary,Family",8.0,5.0,The Workshop,Strand,22100.0,,2018
tt6444838,The Workshop,L'atelier,2017,113.0,"Drama,Mystery,Thriller",6.6,1379.0,The Workshop,Strand,22100.0,,2018
tt7405478,The Workshop,The Workshop,2018,80.0,Thriller,,,The Workshop,Strand,22100.0,,2018
tt2202408,Transcendence,Transcendence,2012,98.0,Drama,6.1,22.0,Transcendence,WB,23000000.0,80000000,2014
tt2209764,Transcendence,Transcendence,2014,119.0,"Action,Drama,Sci-Fi",6.3,204481.0,Transcendence,WB,23000000.0,80000000,2014
tt2339048,Transcendence,Transcendence,2012,45.0,MISSING,,,Transcendence,WB,23000000.0,80000000,2014
tt2203939,The Other Woman,The Other Woman,2014,109.0,"Comedy,Romance",6.0,122889.0,The Other Woman,IFC,25400.0,427000,2011
tt2205401,Addicted,Addicted,2014,106.0,"Drama,Thriller",5.2,7640.0,Addicted,LGF,17400000.0,,2014
tt3435418,Addicted,Addicted,2014,97.0,"Documentary,Music",,,Addicted,LGF,17400000.0,,2014
tt5396774,Addicted,Addicted,2013,55.0,Comedy,,,Addicted,LGF,17400000.0,,2014
tt6949630,Addicted,Addicted,2017,54.0,Drama,,,Addicted,LGF,17400000.0,,2014
tt2205904,Generation Iron,Generation Iron,2013,106.0,"Documentary,Drama,Sport",7.1,7128.0,Generation Iron,TVC,850000.0,,2013
tt2209418,Before Midnight,Before Midnight,2013,109.0,"Drama,Romance",7.9,123107.0,Before Midnight,SPC,8100000.0,3100000,2013
tt2215077,Half of a Yellow Sun,Half of a Yellow Sun,2013,111.0,"Drama,Romance",6.1,1595.0,Half of a Yellow Sun,Mont.,54500.0,,2014
tt2215221,The Nun,La religieuse,2013,112.0,Drama,6.5,1401.0,The Nun,WB (NL),117500000.0,248100000,2018
tt5814060,The Nun,The Nun,2018,96.0,"Horror,Mystery,Thriller",5.4,89254.0,The Nun,WB (NL),117500000.0,248100000,2018
tt2215395,Paulette,Paulette,2012,87.0,"Comedy,Crime",6.6,6279.0,Paulette,Cohen,29500.0,,2015
tt2215719,Katy Perry: Part of Me,Katy Perry: Part of Me,2012,93.0,"Documentary,Music",5.9,13034.0,Katy Perry: Part of Me,Par.,25300000.0,7400000,2012
tt2216240,A Hijacking,Kapringen,2012,103.0,"Drama,Thriller",7.2,14771.0,A Hijacking,Magn.,414000.0,,2013
tt2218003,Closed Circuit,Closed Circuit,2013,96.0,"Crime,Drama,Mystery",6.2,20442.0,Closed Circuit,Focus,5800000.0,,2013
tt2219514,Fill the Void,Lemale et ha'halal,2012,90.0,"Drama,Romance",6.7,3450.0,Fill the Void,SPC,1800000.0,,2013
tt2219650,Seymour: An Introduction,Seymour: An Introduction,2014,84.0,"Biography,Documentary,Music",7.5,921.0,Seymour: An Introduction,IFC,744000.0,,2015
tt2223990,Draft Day,Draft Day,2014,110.0,"Drama,Sport",6.8,48812.0,Draft Day,LG/S,28800000.0,620000,2014
tt2224317,Lootera,Lootera,2013,136.0,"Drama,Romance",7.3,13416.0,Lootera,Eros,582000.0,,2013
tt2226597,The Mountain Between Us,The Mountain Between Us,2017,112.0,"Action,Adventure,Drama",6.4,57033.0,The Mountain Between Us,Fox,30300000.0,32500000,2017
tt2229499,Don Jon,Don Jon,2013,90.0,"Comedy,Drama,Romance",6.6,216350.0,Don Jon,Rela.,24500000.0,6000000,2013
tt2229842,Table No. 21,Table No.21,2013,108.0,"Adventure,Thriller",7.1,10185.0,Table No. 21,Eros,46700.0,,2013
tt2232578,Canopy,Canopy,2013,84.0,"Adventure,Drama,Thriller",4.9,919.0,Canopy,Mont.,8500.0,,2014
tt2233624,Kin,Kin,2012,45.0,"Drama,Music",8.6,46.0,Kin,LGF,5700000.0,4300000,2018
tt6017942,Kin,Kin,2018,102.0,"Action,Drama,Sci-Fi",5.7,9048.0,Kin,LGF,5700000.0,4300000,2018
tt2234003,Calvary,Calvary,2014,102.0,Drama,7.4,52266.0,Calvary,FoxS,3600000.0,13300000,2014
tt2234155,The Internship,The Internship,2013,119.0,Comedy,6.3,179817.0,The Internship,Fox,44700000.0,48800000,2013
tt2234261,The Love Punch,The Love Punch,2013,94.0,Comedy,5.7,11848.0,The Love Punch,KE,267000.0,4500000,2014
tt2235108,Dear White People,Dear White People,2014,108.0,"Comedy,Drama,Romance",6.1,23321.0,Dear White People,RAtt.,4400000.0,,2014
tt2235779,The Quiet Ones,The Quiet Ones,2014,98.0,"Horror,Mystery,Thriller",5.1,17967.0,The Quiet Ones,LGF,8500000.0,9300000,2014
tt2238050,White Bird in a Blizzard,White Bird in a Blizzard,2014,91.0,"Drama,Mystery,Thriller",6.4,25376.0,White Bird in a Blizzard,Magn.,33800.0,,2014
tt2238839,Love in the Buff,Chun Kiu yi Chi Ming,2012,112.0,"Comedy,Romance",6.9,1507.0,Love in the Buff,CL,256000.0,,2012
tt2239822,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,2017,137.0,"Action,Adventure,Fantasy",6.5,139792.0,Valerian and the City of a Thousand Planets,STX,41200000.0,184700000,2017
tt2239832,Think Like a Man Too,Think Like a Man Too,2014,106.0,"Comedy,Romance",5.8,18533.0,Think Like a Man Too,SGem,65200000.0,5000000,2014
tt2241351,Money Monster,Money Monster,2016,98.0,"Crime,Drama,Thriller",6.5,86607.0,Money Monster,TriS,41000000.0,52300000,2016
tt2243537,A Haunted House,A Haunted House,2013,86.0,"Comedy,Fantasy",5.1,40308.0,A Haunted House,ORF,40000000.0,20100000,2013
tt2244901,I Give It a Year,I Give It a Year,2013,97.0,"Comedy,Romance",5.7,34091.0,I Give It a Year,Magn.,34700.0,28200000,2013
tt2245003,Miss You Already,Miss You Already,2015,112.0,"Comedy,Drama,Romance",6.8,15583.0,Miss You Already,RAtt.,1200000.0,,2015
tt2245084,Big Hero 6,Big Hero 6,2014,102.0,"Action,Adventure,Animation",7.8,371204.0,Big Hero 6,BV,222500000.0,435300000,2014
tt2245171,The Cut,The Cut,2014,138.0,"Adventure,Drama,History",6.3,4769.0,The Cut,Strand,28100.0,,2015
tt2245970,Wildlife,Kalayaan,2012,115.0,Drama,6.8,12.0,Wildlife,IFC,1100000.0,2000000,2018
tt5929754,Wildlife,Wildlife,2018,105.0,Drama,6.9,14146.0,Wildlife,IFC,1100000.0,2000000,2018
tt2246724,Ghanchakkar,Ghanchakkar,2013,137.0,"Comedy,Crime,Thriller",5.7,4374.0,Ghanchakkar,UTV,203000.0,,2013
tt2247476,When the Game Stands Tall,When the Game Stands Tall,2014,115.0,"Drama,Family,Sport",6.7,14498.0,When the Game Stands Tall,TriS,30100000.0,,2014
tt2250564,In Bloom,In Bloom,2013,87.0,"Drama,Romance,Thriller",5.8,857.0,In Bloom,BWP,56100.0,,2014
tt2741806,In Bloom,Grzeli nateli dgeebi,2013,102.0,Drama,7.7,6046.0,In Bloom,BWP,56100.0,,2014
tt2250912,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,133.0,"Action,Adventure,Sci-Fi",7.5,426302.0,Spider-Man: Homecoming,Sony,334200000.0,546000000,2017
tt2258281,Beyond the Hills,Dupa dealuri,2012,152.0,Drama,7.6,10611.0,Beyond the Hills,IFC,125000.0,,2013
tt2258345,Fading Gigolo,Fading Gigolo,2013,90.0,Comedy,6.2,22473.0,Fading Gigolo,MNE,3800000.0,9600000,2014
tt2259360,Caught in the Web,Sou suo,2012,117.0,Drama,6.5,858.0,Caught in the Web,Vita.,1100.0,,2013
tt2261287,Leap!,Ballerina,2016,89.0,"Adventure,Animation,Comedy",6.8,16582.0,Leap!,Wein.,21900000.0,81400000,2017
tt2261331,Black Sea,Black Sea,2014,114.0,"Adventure,Drama,Thriller",6.4,32021.0,Black Sea,Focus,1200000.0,,2015
tt2261434,A Five Star Life,Viaggio sola,2013,85.0,"Drama,Romance",6.3,2203.0,A Five Star Life,MBox,307000.0,2200000,2014
tt2262161,Sunset Song,Sunset Song,2015,135.0,Drama,6.4,2938.0,Sunset Song,Magn.,160000.0,,2016
tt2262282,The Founder,Der Gründer,2012,108.0,"Comedy,Sci-Fi",5.9,33.0,The Founder,Wein.,12800000.0,11300000,2017
tt4276820,The Founder,The Founder,2016,115.0,"Biography,Drama,History",7.2,97841.0,The Founder,Wein.,12800000.0,11300000,2017
tt2263058,More Than Honey,More Than Honey,2012,95.0,Documentary,7.6,3740.0,More Than Honey,KL,79800.0,,2013
tt2263944,Dragon Ball Z: Battle of Gods,Dragon Ball Z: Doragon bôru Z - Kami to Kami,2013,85.0,"Action,Adventure,Animation",7.2,24180.0,Dragon Ball Z: Battle of Gods,SV,2600000.0,47800000,2014
tt2265171,The Raid 2,Serbuan maut 2: Berandal,2014,150.0,"Action,Crime,Thriller",8.0,104517.0,The Raid 2,SPC,2600000.0,,2014
tt2266938,Vulgaria,Dai juk hei kek,2012,93.0,Comedy,6.3,1263.0,Vulgaria,CL,59100.0,,2012
tt2267968,Kung Fu Panda 3,Kung Fu Panda 3,2016,95.0,"Action,Adventure,Animation",7.1,116166.0,Kung Fu Panda 3,Fox,143500000.0,377600000,2016
tt2267998,Gone Girl,Gone Girl,2014,149.0,"Drama,Mystery,Thriller",8.1,761592.0,Gone Girl,Fox,167800000.0,201600000,2014
tt2268016,Magic Mike XXL,Magic Mike XXL,2015,115.0,"Comedy,Drama,Music",5.6,48497.0,Magic Mike XXL,WB,66000000.0,56500000,2015
tt2268732,Museum Hours,Museum Hours,2012,107.0,Drama,6.9,1800.0,Museum Hours,CGld,561000.0,,2013
tt2273657,True Story,True Story,2015,99.0,"Crime,Drama,Mystery",6.3,52063.0,True Story,FoxS,4700000.0,,2015
tt3044736,True Story,True Story,2013,80.0,"Comedy,Drama",,,True Story,FoxS,4700000.0,,2015
tt3114786,True Story,True Story,2015,93.0,Drama,6.6,21.0,True Story,FoxS,4700000.0,,2015
tt2275802,Satyagraha,Satyagraha,2013,152.0,Drama,6.0,4559.0,Satyagraha,UTV,739000.0,,2013
tt2277308,Friend Request,Friend Request,2013,91.0,Thriller,4.0,116.0,Friend Request,ENTMP,3800000.0,,2017
tt3352390,Friend Request,Friend Request,2016,92.0,"Horror,Thriller",5.3,21704.0,Friend Request,ENTMP,3800000.0,,2017
tt4859526,Friend Request,Friend Request,2015,106.0,Horror,4.9,14.0,Friend Request,ENTMP,3800000.0,,2017
tt2277860,Finding Dory,Finding Dory,2016,97.0,"Adventure,Animation,Comedy",7.3,213542.0,Finding Dory,BV,486300000.0,542300000,2016
tt2278388,The Grand Budapest Hotel,The Grand Budapest Hotel,2014,99.0,"Adventure,Comedy,Crime",8.1,633604.0,The Grand Budapest Hotel,FoxS,59300000.0,115500000,2014
tt2278871,Blue Is the Warmest Color,La vie d'Adèle,2013,180.0,"Drama,Romance",7.8,124409.0,Blue Is the Warmest Color,IFC,2200000.0,5200000,2013
tt2279339,Love the Coopers,Love the Coopers,2015,107.0,"Comedy,Fantasy,Romance",5.8,18018.0,Love the Coopers,LGF,26300000.0,16100000,2015
tt2279373,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,2015,92.0,"Adventure,Animation,Comedy",6.0,43560.0,The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000,2015
tt2281587,Muppets Most Wanted,Muppets Most Wanted,2014,107.0,"Adventure,Comedy,Crime",6.4,29018.0,Muppets Most Wanted,BV,51200000.0,29200000,2014
tt2283362,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,2017,119.0,"Action,Adventure,Comedy",7.0,242735.0,Jumanji: Welcome to the Jungle,Sony,404500000.0,557600000,2017
tt2289538,On My Way,Elle s'en va,2013,116.0,"Comedy,Drama",6.4,2009.0,On My Way,Cohen,317000.0,,2014
tt2290739,The Devil's Hand,Where the Devil Hides,2014,86.0,"Horror,Thriller",5.0,3339.0,The Devil's Hand,RAtt.,5700.0,,2014
tt2292625,Chakravyuh,Chakravyuh,2012,152.0,"Action,Drama,Thriller",6.9,2838.0,Chakravyuh,Eros,152000.0,,2012
tt2292959,The Canyons,The Canyons,2013,99.0,"Drama,Thriller",3.8,9838.0,The Canyons,IFC,56800.0,,2013
tt2293640,Minions,Minions,2015,91.0,"Adventure,Animation,Comedy",6.4,193917.0,Minions,Uni.,336000000.0,823400000,2015
tt2294449,22 Jump Street,22 Jump Street,2014,112.0,"Action,Comedy,Crime",7.0,319504.0,22 Jump Street,Sony,191700000.0,139600000,2014
tt2294785,Red,Red,2012,26.0,"Biography,Documentary,Drama",,,Red,Sum.,90400000.0,108600000,2010
tt4136848,Red,Red,2014,82.0,"Documentary,History",,,Red,Sum.,90400000.0,108600000,2010
tt4170206,Red,Red,2014,107.0,Drama,8.4,8.0,Red,Sum.,90400000.0,108600000,2010
tt8851190,Red,Red,2018,90.0,Drama,8.1,26.0,Red,Sum.,90400000.0,108600000,2010
tt2294917,Becoming Traviata,Traviata et nous,2012,120.0,"Documentary,Musical",7.0,98.0,Becoming Traviata,Distrib.,62700.0,,2013
tt2295722,Falcon Rising,Falcon Rising,2014,103.0,"Action,Adventure",5.8,6955.0,Falcon Rising,Free,11800.0,,2014
tt2296404,Tai Chi Hero,Tai Chi Hero,2012,100.0,"Action,Adventure",6.2,3110.0,Tai Chi Hero,WGUSA,35100.0,347000,2013
tt2296747,Come What May,"En mai, fais ce qu'il te plaît",2015,114.0,"Drama,War",6.7,782.0,Come What May,Cohen,37800.0,,2016
tt2296777,Sherlock Gnomes,Sherlock Gnomes,2018,86.0,"Adventure,Animation,Comedy",5.1,8030.0,Sherlock Gnomes,Par.,43200000.0,47100000,2018
